id,name,image,url,total_time,ingredients_text
945,Quick Pesto Couscous Salad,https://cdn.pickuplimes.com/cache/92/df/92df94ef7387425f8380f9f37bd276ce.jpg,https://www.pickuplimes.com/recipe/quick-pesto-couscous-salad-945,PT10M,"1 cup dry couscous
&#189; vegetable bouillon cube
1 cup boiling water
1 cup cherry tomatoes
&#189; cucumber
&#8531; cup kalamata olives
3.175 oz vegan feta
3 Tbsp fresh basil
3 Tbsp fresh mint leaves
3 Tbsp fresh parsley
&#190; cup cooked brown lentils
&#188; cup vegan green pesto"
898,Harissa Spiced Beans,https://cdn.pickuplimes.com/cache/db/c2/dbc2756c2bd5af68d959b1a29251326b.jpg,https://www.pickuplimes.com/recipe/harissa-spiced-beans-898,PT15M," olive oil
1 small onion
1 garlic clove
1 yellow bell pepper
1&#189; cup cooked butter beans
10 cherry tomatoes
2 Tbsp harissa sauce
&#188; tsp salt
&#8539; tsp ground black pepper
&#189; lemon
&#189; cup unsweetened coconut yogurt
&#189; avocado
2 small pita bread"
706,"Vegan ""Egg"" Salad Sandwich",https://cdn.pickuplimes.com/cache/f4/24/f424515864d53b680a5ecc3d35472dae.jpg,https://www.pickuplimes.com/recipe/vegan-egg-salad-sandwich-706,PT15M,"11.464 oz firm tofu
&#189; cup vegan mayonnaise
2 Tbsp nutritional yeast flakes
2 Tbsp fresh chives
1&#189; tsp dijon mustard
&#189; tsp curry powder
&#188; tsp ground turmeric
&#188; tsp kala namak
&#188; tsp ground black pepper
3 romaine lettuce leaf
&#189; cucumber
6 slice whole wheat bread"
896,Instant Thai Curry Noodle Soup,https://cdn.pickuplimes.com/cache/b8/bd/b8bdf3793f9203921cbd8fd36e74bf21.jpg,https://www.pickuplimes.com/recipe/instant-thai-curry-noodle-soup-896,PT15M,"&#188; cup coconut cream
1 Tbsp Thai green curry paste
1 garlic clove
3.951 oz firm tofu
&#188; cup shredded red cabbage
&#189; carrot
&#188; red bell pepper
1 vegetable bouillon cube
&#189; cup fresh spinach
1.764 oz dry white vermicelli noodles
2 cup boiling water"
714,High Protein Vegan Pancakes,https://cdn.pickuplimes.com/cache/20/cc/20cca0888c8f6a8118c9e995dcd4d9cb.jpg,https://www.pickuplimes.com/recipe/high-protein-vegan-pancakes-714,PT30M,"10.582 oz silken tofu
1&#189; cup unsweetened pea milk
2 Tbsp maple syrup
 pure vanilla extract
 fresh lemon juice
3&#189; cup spelt flour
 baking powder
 baking soda
 ground cinnamon
&#188; tsp salt
1 Tbsp vegetable oil
1 cup unsweetened soy Greek-style yogurt
1 cup fresh mixed berries
&#8531; cup mixed unsalted roasted nuts
2 Tbsp roasted pumpkin seeds"
589,Leek & Spinach Tofu Quiche,https://cdn.pickuplimes.com/cache/ca/75/ca755ff134cd3da9354ffcbd95e2ed41.jpg,https://www.pickuplimes.com/recipe/leek-and-spinach-tofu-quiche-589,PT01H10M,"2 medium leek
1 Tbsp vegetable oil
1 medium onion
3 garlic clove
&#189; tsp salt
5 cup fresh spinach
&#189; vegetable bouillon cube
 dried thyme
 dried parsley
&#189; tsp ground black pepper
9.524 oz vegan puff pastry dough
1 Tbsp breadcrumbs
22.928 oz firm tofu
1&#188; lemon
&#188; cup nutritional yeast flakes
1 Tbsp cornstarch
 dijon mustard
 ground turmeric
&#189; tsp kala namak
1 cup cherry tomatoes"
784,Avocado Toast with Chipotle Bean Spread,https://cdn.pickuplimes.com/cache/f2/34/f2343d8f1afafaf9c75e22ce370d91a6.jpg,https://www.pickuplimes.com/recipe/avocado-toast-with-chipotle-bean-spread-784,PT17M,"1&#189; cup cooked cannellini beans
1&#189; Tbsp chipotle adobo sauce
1 Tbsp nutritional yeast flakes
 maple syrup
&#189; tsp onion powder
&#189; tsp garlic powder
&#189; tsp salt
&#188; tsp ground black pepper
 olive oil
4 slice multigrain bread
 olive oil
1 cup canned corn
1 avocado
1 stalk green onion"
74,Vegan Chocolate Cake,https://cdn.pickuplimes.com/cache/33/c4/33c4050a535852ffec9fcab399718cc9.jpg,https://www.pickuplimes.com/recipe/easy-vegan-chocolate-cake-74,PT01H20M,"1 cup unsweetened soy milk
1 Tbsp white vinegar
2 cup all-purpose flour
1&#189; cup granulated sugar
1 cup Dutch-processed cocoa powder
 baking powder
1&#189; tsp baking soda
&#189; tsp salt
&#190; cup unsweetened applesauce
&#189; cup brewed espresso
&#189; cup refined coconut oil
&#189; Tbsp pure vanilla extract
7.901 oz unsalted vegan butter
2&#188; cup powdered sugar
&#190; cup Dutch-processed cocoa powder
&#8531; cup unsweetened soy milk
 pure vanilla extract
&#8531; cup melted dairy-free dark chocolate"
843,Vegan Chocolate Buttercream Frosting,https://cdn.pickuplimes.com/cache/f2/9d/f29d5be393be5f3c623b98a3d5e3b7da.jpg,https://www.pickuplimes.com/recipe/vegan-chocolate-buttercream-frosting-843,PT08M,"7.901 oz unsalted vegan butter
2&#188; cup powdered sugar
&#190; cup Dutch-processed cocoa powder
&#8531; cup unsweetened soy milk
 pure vanilla extract
&#8531; cup melted dairy-free dark chocolate"
889,Homemade Beet Pasta,https://cdn.pickuplimes.com/cache/2d/bd/2dbdbf9d17ab906ac0f4c5076c4c4af9.jpg,https://www.pickuplimes.com/recipe/homemade-beet-pasta-889,PT01H15M,"3.527 oz cooked beet
&#188; cup water
2 cup type 00 flour
&#188; tsp salt"
836,Creamy Harissa Pasta,https://cdn.pickuplimes.com/cache/e5/ee/e5eea3d67514813735e27b5a987035a1.jpg,https://www.pickuplimes.com/recipe/creamy-vegan-harissa-pasta-836,PT15M,"8.818 oz dry linguine noodles
 olive oil
1 medium onion
3 garlic clove
2 roasted red bell pepper from a jar
2 cup fresh spinach
1&#189; Tbsp tomato paste
1 vegetable bouillon cube
2 Tbsp harissa sauce
1 Tbsp dried oregano
&#189; tsp paprika powder
&#188; tsp salt
&#189; cup water
1 cup soy cooking cream
1 cup frozen green peas
3 Tbsp nutritional yeast flakes
3 Tbsp roasted pine nuts
&#189; lemon"
802,Miso Sesame Soba Noodles,https://cdn.pickuplimes.com/cache/e1/e7/e1e73fc4c302e81785c94e66b4c3eada.jpg,https://www.pickuplimes.com/recipe/miso-sesame-soba-noodles-802,PT20M,"&#188; cup rice vinegar
&#188; cup tahini
3 Tbsp white miso paste
2 Tbsp dark soy sauce
2 garlic clove
 toasted sesame oil
 maple syrup
 freshly grated ginger
6.349 oz dry soba noodles
 vegetable oil
4.938 oz shiitake mushrooms
1&#189; cup frozen shelled edamame
1 avocado
6 small raw radish
1 stalk green onion
1 Tbsp toasted sesame seeds"
640,Mushroom & Kidney Bean Coconut Curry,https://cdn.pickuplimes.com/cache/06/61/0661fc207615af50abce74c77469e356.jpg,https://www.pickuplimes.com/recipe/mushroom-kidney-bean-coconut-curry-640,PT20M,"1&#188; cup uncooked white rice
 vegetable oil
1 medium onion
3 garlic clove
1 jalapeño
 freshly grated ginger
8.642 oz button mushrooms
1 Tbsp garam masala
 ground cumin
 ground coriander
&#189; tsp salt
1&#8532; cup canned crushed tomatoes
1&#8532; cup canned full-fat coconut milk
1&#8531; cup cooked kidney beans
2 cup fresh spinach
&#189; lime"
700,Vegan Onigirazu: Rice Sandwiches,https://cdn.pickuplimes.com/cache/e3/4f/e34f939abacacf2397b02f64a80359e7.jpg,https://www.pickuplimes.com/recipe/vegan-onigirazu-rice-sandwiches-700,PT43M,"1&#189; cup uncooked Japanese short-grain rice
2 cup cooked chickpeas
&#188; cup chopped pickles
&#188; cup vegan mayonnaise
3 Tbsp minced onion
2 Tbsp ketchup
1&#189; Tbsp rice vinegar
 granulated sugar
&#188; tsp salt
6 nori seaweed sheet
&#189; cucumber
&#189; cup shredded red cabbage
6 butter lettuce leaf"
679,Chickpea Caesar Salad Wrap,https://cdn.pickuplimes.com/cache/64/96/64964d0dafc214d29e6ce90b5f1915e6.jpg,https://www.pickuplimes.com/recipe/chickpea-caesar-salad-wrap-679,PT19M,"1 cup cooked chickpeas
 olive oil
&#188; tsp salt
&#189; cup unsweetened soy yogurt
2 Tbsp vegan mayonnaise
2 Tbsp nutritional yeast flakes
&#189; lemon
 capers
&#189; tsp garlic powder
&#188; tsp salt
&#188; tsp ground black pepper
1 cup cooked chickpeas
2 large soft tortilla
1&#189; cup romaine lettuce"
267,Dill Pasta Salad with a Tahini Dressing,https://cdn.pickuplimes.com/cache/2a/14/2a14a5eb6841c6b8989bb4f0981b2f86.jpg,https://www.pickuplimes.com/recipe/dill-pasta-salad-with-a-tahini-dressing-267,PT20M,"3 cup dry fusilli pasta
2 red bell pepper
&#189; cucumber
&#190; cup fresh dill
&#189; cup kalamata olives
&#188; medium red onion
1&#189; cup cooked chickpeas
&#189; cup tahini
&#8531; cup water
1&#188; lemon
2 garlic clove
1 Tbsp olive oil
1 Tbsp red wine vinegar
 ground cumin
 paprika powder
&#188; tsp salt"
729,Blueberry Almond Oatmeal,https://cdn.pickuplimes.com/cache/ec/63/ec63b2c92c63bb9d683b08cc1d3ef8ef.jpg,https://www.pickuplimes.com/recipe/blueberry-almond-oatmeal-729,PT15M,"1 cup rolled oats
2 cup unsweetened almond milk
1 banana
&#189; cup frozen blueberries
2 Tbsp ground flaxseeds
2 Tbsp maple syrup
&#189; tsp pure vanilla extract
&#8539; tsp almond extract
1 banana
&#189; cup fresh blueberries
&#8532; cup unsweetened coconut yogurt
3 Tbsp almond butter"
736,Savoury Miso Sesame Oatmeal,https://cdn.pickuplimes.com/cache/29/27/2927afa0ad2e074b253b4beecb2355cf.jpg,https://www.pickuplimes.com/recipe/savoury-miso-sesame-oatmeal-736,PT15M,"&#189; cup frozen shelled edamame
1 cup rolled oats
1&#8532; cup canned light coconut milk
&#8531; cup water
&#189; vegetable bouillon cube
 toasted sesame oil
&#188; tsp garlic powder
1 stalk green onion
 white miso paste
 sriracha
&#188; tsp ground black pepper
4 small raw radish
2 Tbsp pickled red onions
 toasted sesame seeds
1 pinch chili flakes"
778,Chipotle Spiced Black Bean Oatmeal,https://cdn.pickuplimes.com/cache/bd/c5/bdc558d76ef1bd476f42d493a23f714a.jpg,https://www.pickuplimes.com/recipe/chipotle-spiced-black-bean-oatmeal-778,PT15M,"1 cup rolled oats
1&#189; cup unsweetened almond milk
&#189; cup water
1 vegetable bouillon cube
 diced chipotle peppers in adobo sauce
 Mexican seasoning
&#190; cup canned corn
&#190; cup cooked black beans
&#190; cup salsa
&#189; avocado"
732,Mocha Hazelnut Oatmeal,https://cdn.pickuplimes.com/cache/01/77/0177e63948b20fda01710937283c1e46.jpg,https://www.pickuplimes.com/recipe/mocha-hazelnut-oatmeal-732,PT15M,"1 cup rolled oats
2 cup unsweetened almond milk
&#8531; cup Dutch-processed cocoa powder
 instant coffee granules
1 pinch salt
0.882 oz dairy-free dark chocolate
2 Tbsp maple syrup
1 banana
&#189; cup unsweetened coconut yogurt
2 Tbsp hazelnut butter
1 Tbsp roasted unsalted hazelnuts
0.882 oz dairy-free dark chocolate"
731,Gingerbread Oatmeal with Caramelized Pear,https://cdn.pickuplimes.com/cache/9e/65/9e654cbdd678fee928e1349c7a065830.jpg,https://www.pickuplimes.com/recipe/gingerbread-oatmeal-with-caramelized-pear-731,PT15M,"1 cup rolled oats
2 cup unsweetened soy milk
 ground cinnamon
&#189; tsp ground ginger
&#188; tsp ground cloves
&#8539; tsp ground allspice
2 Tbsp ground flaxseeds
 maple syrup
 blackstrap molasses
1 pear
 maple syrup
&#189; cup unsweetened coconut yogurt
3 Tbsp roasted unsalted pecans"
783,Homemade Hazelnut Butter,https://cdn.pickuplimes.com/cache/e4/4f/e44f677c73eac6c0ea62164b0d0fce15.jpg,https://www.pickuplimes.com/recipe/homemade-hazelnut-butter-783,PT18M,3 cup raw blanched hazelnuts
737,Peppermint Mocha,https://cdn.pickuplimes.com/cache/94/a7/94a7dbc7600e7252634e18942f9ddb1d.jpg,https://www.pickuplimes.com/recipe/peppermint-mocha-737,PT07M,"1 Tbsp granulated sugar
 Dutch-processed cocoa powder
 instant coffee granules
0.212 oz dairy-free dark chocolate
 peppermint candies
&#189; cup boiling water
2 cup barista oat milk"
738,Blue Butterfly Pea Latte,https://cdn.pickuplimes.com/cache/89/e4/89e4893b207a185aced64f7d6e0972a0.jpg,https://www.pickuplimes.com/recipe/blue-butterfly-pea-latte-738,PT10M,"2&#188; tsp butterfly pea powder
 vanilla sugar
&#188; tsp ground ginger
&#188; tsp ground cardamom
2 Tbsp boiling water
2 cup barista oat milk"
718,Golden Latte Instant Mix,https://cdn.pickuplimes.com/cache/74/32/7432e5c5c2d3bdcb209902bd83255589.jpg,https://www.pickuplimes.com/recipe/golden-latte-instant-mix-718,PT05M,"3 Tbsp ground turmeric
2 Tbsp ground cinnamon
2 Tbsp vanilla sugar
1&#189; Tbsp granulated sugar
1&#189; tsp ground cardamom
 ground ginger
&#188; tsp ground nutmeg
&#8539; tsp ground black pepper"
733,Red Velvet Latte,https://cdn.pickuplimes.com/cache/93/d4/93d461310a0648394846bc350ac5e34c.jpg,https://www.pickuplimes.com/recipe/red-velvet-latte-733,PT05M,"1 Tbsp  beetroot powder
 Dutch-processed cocoa powder
 espresso powder
1&#189; tsp vanilla sugar
1&#189; tsp granulated sugar
&#188; cup boiling water
2 cup barista oat milk"
740,Vanilla Coconut Matcha Latte,https://cdn.pickuplimes.com/cache/07/36/0736d05187f4625eefba7a6c937939a1.jpg,https://www.pickuplimes.com/recipe/vanilla-coconut-matcha-latte-740,PT05M," vanilla sugar
 matcha powder
 coconut sugar
1&#189; cup barista oat milk
1 cup canned light coconut milk
&#188; cup hot water"
726,Homemade Vanilla Sugar,https://cdn.pickuplimes.com/cache/4e/c6/4ec63769b947d863c25ce8d0af6ee676.jpg,https://www.pickuplimes.com/recipe/homemade-vanilla-sugar-726,P14DT00H05M,"2 cup granulated sugar
1 vanilla pod"
651,Super Seed Mix,https://cdn.pickuplimes.com/cache/4d/af/4daff04eea08b240e8a8b1b04a09b3ee.jpg,https://www.pickuplimes.com/recipe/super-seed-mix-651,PT03M,"&#189; cup raw pumpkin seeds
&#189; cup raw sunflower seeds
&#8531; cup raw walnuts
3 Tbsp ground flaxseeds
3 Tbsp hemp seeds
3 Tbsp whole chia seeds
3 Tbsp toasted sesame seeds"
328,Spicy Chipotle Fajitas,https://cdn.pickuplimes.com/cache/a8/2e/a82e56455e01e3d3d288d6728ea67959.jpg,https://www.pickuplimes.com/recipe/vegan-chipotle-fajitas-328,PT25M,"1 Tbsp vegetable oil
1 medium onion
3 garlic clove
&#189; tsp salt
3 bell pepper
1&#189; cup mock chicken pieces
 ground cumin
 dried oregano
 paprika powder
&#189; tsp chili powder
&#188; tsp ground black pepper
12 small soft tortilla
3 Tbsp diced chipotle peppers in adobo sauce
1 avocado
&#8532; cup salsa
&#189; cup shredded red cabbage
1 lime"
213,Spicy Garlic Wok Noodles,https://cdn.pickuplimes.com/cache/80/0c/800cc3cf99b892d4a0af69d76d894cb3.jpg,https://www.pickuplimes.com/recipe/spicy-garlic-wok-noodles-213,PT40M,"1 Tbsp vegetable oil
11.464 oz firm tofu
1 Tbsp ketjap manis
&#189; Tbsp vegetable oil
3 medium shallot
5 garlic clove
1 small broccoli
6.526 oz quick-cooking ramen noodles
1 red bell pepper
1 cup cherry tomatoes
2 Tbsp dark soy sauce
2 Tbsp sambal oelek
 toasted sesame oil"
123,Toasted Coconut & Almond Granola,https://cdn.pickuplimes.com/cache/8b/fc/8bfc81a69099b09c7d574e8a2824c5d8.jpg,https://www.pickuplimes.com/recipe/toasted-coconut-almond-granola-123,PT01H10M,"3 cup rolled oats
1 cup raw almonds
&#189; cup raw pumpkin seeds
&#189; cup raw sunflower seeds
&#190; cup unsweetened shredded coconut
&#189; cup maple syrup
&#188; cup refined coconut oil
&#188; tsp salt"
26,Potato & Red Lentil Soup,https://cdn.pickuplimes.com/cache/dd/7f/dd7f93dd6beaa156f6eae8530096d21e.jpg,https://www.pickuplimes.com/recipe/turkish-red-lentil-soup-26,PT55M,"2 Tbsp vegetable oil
2 medium onion
&#189; tsp salt
 vegetable oil
1 medium onion
3 cup water
2 vegetable bouillon cube
1 cup dry red lentils
1 medium potato
1 Tbsp paprika powder
 onion powder
 garlic powder
 balsamic vinegar
&#8539; tsp ground black pepper
1 pinch salt
1 cup unsweetened coconut yogurt
3 slice whole wheat bread
&#189; lemon"
255,Coconut & Tofu Thai Red Curry,https://cdn.pickuplimes.com/cache/c1/51/c1511bfc389e13eb1fff3634045d438e.jpg,https://www.pickuplimes.com/recipe/coconut-tofu-thai-red-curry-255,PT40M,"&#189; Tbsp vegetable oil
3 medium shallot
2 garlic clove
2 medium potato
3 Tbsp Thai red curry paste
&#190; cup water
1 cup uncooked basmati rice
12.346 oz pre-seasoned tofu strips
2 red bell pepper
1 small broccoli
1&#8532; cup canned full-fat coconut milk
1 Tbsp sodium-reduced soy sauce
 sambal oelek
3 Tbsp roasted unsalted cashews"
678,Fruity Caramelized Onion & Feta Pizza,https://cdn.pickuplimes.com/cache/d9/aa/d9aaf385f5b6d82351ad12eb902f2500.jpg,https://www.pickuplimes.com/recipe/fruity-caramelized-onion-feta-pizza-678,PT45M,"1 Tbsp olive oil
2 medium onion
 Italian seasoning
2.116 oz firm tofu
2 Tbsp refined coconut oil
&#189; Tbsp nutritional yeast flakes
&#189; Tbsp apple cider vinegar
&#189; tsp onion powder
&#189; tsp salt
1 pinch dried dill
2 medium ready-made pizza crust
 olive oil
1 cup red grapes
1 pear
1 cup arugula
2 Tbsp balsamic reduction"
701,Homemade Pizza Dough,https://cdn.pickuplimes.com/cache/5c/42/5c42ba2b63f9614193f7c5eb5c64903a.jpg,https://www.pickuplimes.com/recipe/homemade-pizza-dough-701,PT03H48M," instant yeast
&#190; cup 2 Tbsp lukewarm water
2&#189; cup type 00 flour
 salt
2 Tbsp olive oil
2 Tbsp breadcrumbs"
643,Homemade Italian Seasoning,https://cdn.pickuplimes.com/cache/a1/3c/a13c6871a363fe2a39bf2f5f99c288dc.jpg,https://www.pickuplimes.com/recipe/italian-inspired-spice-mix-643,PT03M,"2 Tbsp dried oregano
2 Tbsp dried basil
2 Tbsp dried parsley
1 Tbsp dried rosemary
1 Tbsp dried thyme"
711,Balsamic Vinegar Reduction,https://cdn.pickuplimes.com/cache/3e/e8/3ee8d3344ec41e840af1edfcaaefb188.jpg,https://www.pickuplimes.com/recipe/balsamic-vinegar-reduction-711,PT17M,"1 cup balsamic vinegar
1 Tbsp granulated sugar"
391,Ras El Hanout Spice Mix,https://cdn.pickuplimes.com/cache/82/1d/821d1704619f2c642e2ee36bbe1841d4.jpg,https://www.pickuplimes.com/recipe/ras-el-hanout-spice-mix-391,PT05M,"2 Tbsp ground cumin
2 Tbsp ground ginger
1 Tbsp ground coriander
1 Tbsp cayenne pepper
1 Tbsp ground allspice
1 Tbsp ground turmeric
1 Tbsp ground cinnamon
 ground black pepper
1&#189; tsp ground cloves"
686,Aushak - Afghan Dumplings,https://cdn.pickuplimes.com/cache/24/c1/24c1f84f70b4b9b3102370e7329c4c7a.jpg,https://www.pickuplimes.com/recipe/aushak-afghan-dumplings-686,PT01H30M,"2 medium leek
1 Tbsp vegetable oil
 salt
12 stalk green onion
 chili powder
&#188; tsp ground black pepper
40 vegan round dumpling wrapper
2 cup unsweetened soy yogurt
2 garlic clove
 dried mint leaves
&#189; tsp salt
&#188; cup vegetable oil
1 medium yellow onion
2 garlic clove
1 green chili pepper
 ground coriander
 paprika powder
 salt
&#189; tsp ground black pepper
1&#189; cup veggie ground
1 cup water
&#188; cup tomato paste"
684,Bolani - Afghan Stuffed Flatbread,https://cdn.pickuplimes.com/cache/ae/d5/aed5945e1637fb57ee323e90eaa5a11f.jpg,https://www.pickuplimes.com/recipe/bolani-afghan-stuffed-flatbread-684,PT01H40M,"1 cup lukewarm water
1&#189; Tbsp vegetable oil
1&#189; tsp salt
&#189; tsp instant yeast
3 cup 1 Tbsp bread flour
2 large potato
6 stalk green onion
1 cup fresh cilantro
1 green chili pepper
 ground coriander
 salt
&#189; tsp ground turmeric
&#189; tsp ground black pepper
2&#189; Tbsp vegetable oil"
688,Borani Banjan - Afghan Eggplant Dish,https://cdn.pickuplimes.com/cache/d5/9c/d59cd53942d66e6a718505177f4d2f27.jpg,https://www.pickuplimes.com/recipe/borani-banjan-afghan-eggplant-dish-688,PT01H00M,"4 small eggplant
1&#188; cup vegetable oil
4 garlic clove
2 green chili pepper
3 medium tomato
2 Tbsp tomato paste
&#189; tsp ground turmeric
 salt
1 medium yellow onion
2 medium tomato
1 cup unsweetened soy yogurt
2 garlic clove
&#189; tsp salt"
238,Afghan Green Chutney,https://cdn.pickuplimes.com/cache/7b/df/7bdfa57c3d4b95ac66dc71ac667651df.jpg,https://www.pickuplimes.com/recipe/afghan-green-chutney-238,PT08H10M,"3 cup fresh parsley
3 cup fresh cilantro
5 garlic clove
&#189; cup raw walnuts
3 green chili pepper
 salt
&#188; tsp ground black pepper
1 cup white vinegar"
410,Kichaloo Banjan - Afghan Potato Eggplant Dish,https://cdn.pickuplimes.com/cache/91/e3/91e38523d140e237abcc9ad64a9eebd1.jpg,https://www.pickuplimes.com/recipe/kichaloo-banjan-afghan-potato-eggplant-dish-410,PT03H10M,"3 small eggplant
 salt
2 Tbsp vegetable oil
3 medium potato
3 medium tomato
 vegetable oil
3 garlic clove
&#189; tsp ground turmeric
&#188; tsp salt
&#190; cup boiling water
1 cup unsweetened soy yogurt
1 garlic clove
&#189; tsp salt"
687,Shola - Afghan Savoury Sticky Rice,https://cdn.pickuplimes.com/cache/1c/34/1c34de324cf4e8172585ce2a2947dafe.jpg,https://www.pickuplimes.com/recipe/shola-afghan-savoury-sticky-rice-687,PT01H30M,"&#188; cup vegetable oil
2 medium yellow onion
2 garlic clove
2 Tbsp tomato paste
1&#189; tsp paprika powder
 ground turmeric
 ground cumin
&#188; tsp ground black pepper
5 cup water
1 cup dry mung beans
2&#189; cup uncooked short-grain white rice
&#188; cup dried dill
1&#189; tsp salt
1 cup dry split yellow chickpeas
&#188; cup vegetable oil
2 medium yellow onion
4 garlic clove
2 Tbsp tomato paste
 salt
 ground turmeric
 ground black pepper
&#188; cup water
1 cup unsweetened soy yogurt
2 garlic clove
&#189; tsp salt"
407,Salata - Afghan Salad,https://cdn.pickuplimes.com/cache/1a/aa/1aaa0365388fcc2fb61ba0bcbbbddfe6.jpg,https://www.pickuplimes.com/recipe/salata-afghan-salad-407,PT05M,"2 medium tomato
&#189; cucumber
&#189; small red onion
&#189; lime
 dried mint leaves
&#188; tsp salt"
685,Shir Berinj - Afghan Rice Pudding,https://cdn.pickuplimes.com/cache/a7/c7/a7c7f6e8d77be949c14c09aa362a7fef.jpg,https://www.pickuplimes.com/recipe/shir-berinj-afghan-rice-pudding-685,PT45M,"1 cup uncooked short-grain white rice
&#188; cup water
3 cup unsweetened oat milk
&#188; cup granulated sugar
2 Tbsp rose water
&#188; tsp ground cardamom"
689,Kitchiri - Herati Afghan Rice,https://cdn.pickuplimes.com/cache/3d/64/3d646dd7aa940f034f376ab3a790a5e5.jpg,https://www.pickuplimes.com/recipe/kitchiri-herati-afghan-rice-689,PT01H00M,"&#189; cup dry split mung beans
1 cup uncooked basmati rice
&#188; cup vegetable oil
1 medium onion
 ground cumin
&#189; tsp ground turmeric
&#189; tsp salt
&#189; tsp ground black pepper
1 cup water
&#189; cup unsweetened soy yogurt
1 garlic clove
&#188; tsp salt"
585,Chickpea & Rice Tortilla Soup,https://cdn.pickuplimes.com/cache/dd/95/dd95fa348cb30f94d78480b0ce71cf57.jpg,https://www.pickuplimes.com/recipe/chickpea-and-rice-tortilla-soup-585,PT40M,"1 Tbsp vegetable oil
1 medium onion
4 garlic clove
2 cup canned diced tomatoes
2 Tbsp burrito seasoning
6 cup boiling water
2 vegetable bouillon cube
2&#189; cup cooked chickpeas
&#190; cup uncooked white rice
&#188; tsp salt
&#188; tsp ground black pepper
4 large soft tortilla
1 Tbsp vegetable oil
&#189; tsp salt
&#8539; tsp ground black pepper"
596,Roasted Vegetable Salad with Crispy Chickpeas,https://cdn.pickuplimes.com/cache/f2/17/f2179c0c96525358357bea553afd89ab.jpg,https://www.pickuplimes.com/recipe/roasted-vegetable-salad-with-crispy-chickpeas-596,PT55M,"1&#189; cup cooked chickpeas
 vegetable oil
1 Tbsp burrito seasoning
4 medium potato
4 carrot
6 garlic clove
2 Tbsp vegetable oil
1 Tbsp burrito seasoning
2 medium onion
6 cup fresh spinach
1 cup frozen green peas
1 cup unsweetened soy yogurt
&#188; tsp salt
&#188; tsp ground black pepper"
592,Macaroni Salad with Lentil Quesadillas,https://cdn.pickuplimes.com/cache/78/1a/781a32df6bbac4612f14440dd9fcc2ab.jpg,https://www.pickuplimes.com/recipe/macaroni-salad-with-lentil-quesadillas-592,PT40M,"1 cup dry green lentils
3 Tbsp canned crushed tomatoes
2 Tbsp burrito seasoning
4 large soft tortilla
1 Tbsp vegetable oil
1 cup dry whole wheat macaroni
1 cup frozen green peas
1 carrot
&#190; cup unsweetened soy yogurt
2 Tbsp minced onion
2 Tbsp burrito seasoning
&#189; vegetable bouillon cube
1 pinch ground black pepper
1 cup canned diced tomatoes
&#188; medium onion
1 garlic clove
1 pinch salt
1 pinch ground black pepper"
601,Baked Lentil & Potato Patty Wraps,https://cdn.pickuplimes.com/cache/d8/d5/d8d56f5216cddec689596fbe68b9d092.jpg,https://www.pickuplimes.com/recipe/baked-lentil-potato-patty-wraps-601,PT01H10M,"2 medium potato
&#189; cup dry green lentils
1 Tbsp roti masala spice mix
&#189; tsp salt
&#188; tsp ground black pepper
1 cup unsweetened soy yogurt
1 garlic clove
&#189; tsp salt
&#188; tsp ground black pepper
 vegetable oil
3 carrot
1 medium onion
4 large soft tortilla
2 cup fresh spinach"
591,Potato & Spinach Curry,https://cdn.pickuplimes.com/cache/0c/de/0cdefd8644155da51d763f208d52a018.jpg,https://www.pickuplimes.com/recipe/potato-spinach-curry-591,PT35M,"1 Tbsp vegetable oil
1 medium onion
2 garlic clove
1&#189; vegetable bouillon cube
3 Tbsp roti masala spice mix
3 medium potato
1 carrot
1 cup cooked chickpeas
1 cup canned crushed tomatoes
1 cup water
1 cup canned full-fat coconut milk
2 cup fresh spinach
1 cup frozen green peas
 vegetable oil
2 garlic clove
2 large soft tortilla"
325,Banana Coffee Muffins,https://cdn.pickuplimes.com/cache/55/09/5509321b043979dbc80867e04848c9b6.jpg,https://www.pickuplimes.com/recipe/banana-coffee-muffins-325,PT24M,"3 ripe banana
&#190; cup unsweetened almond milk
1 Tbsp refined coconut oil
1&#189; cup oat flour
1 cup chickpea flour
&#189; cup granulated sugar
1 Tbsp instant coffee granules
 baking powder
&#188; tsp salt
 granulated sugar
&#188; tsp ground cinnamon
12 raw pecans"
381,Vegan Green Pesto,https://cdn.pickuplimes.com/cache/1b/fd/1bfd4fcc0c096729fa03949d887eedae.jpg,https://www.pickuplimes.com/recipe/vegan-green-pesto-381,PT15M,"&#189; cup raw walnuts
&#189; cup raw pine nuts
1 cup fresh basil
1 cup arugula
&#8531; cup nutritional yeast flakes
&#188; cup olive oil
&#188; cup water
2 garlic clove
1 lemon
&#188; tsp ground black pepper
&#188; tsp flaked sea salt"
653,Pretzel Stuffed Dates,https://cdn.pickuplimes.com/cache/d1/92/d1922b4fad42341c79d2c67f59bdf0ea.jpg,https://www.pickuplimes.com/recipe/pretzel-stuffed-dates-653,PT08M,"12 Medjool date
6 pretzel stick
2 Tbsp peanut butter"
